StoreID,StoreName,Address,City,Region,Postcode,Country,CountryCode,Latitude,Longitude,Phone,Website,OpeningHours,Source,SourceRef,SourceURL,RetrievedAt
DEC-00067,Decathlon,420 Blankenbergse Steenweg,Zuienkerke,Flanders,,Belgium,BE,51.2497832,3.1954288,+32 50 45 06 00,https://www.decathlon.be/nl/store-view/sportwinkel-brugge-0070050100501,Mo-Sa 09:00-19:30; Mar 16-Jan 14 Su 10:00-18:00,OpenStreetMap,node/1809912123,https://www.openstreetmap.org/node/1809912123,2026-07-11T20:29:07+00:00
DEC-00068,Decathlon,1700 Avenida Nossa Senhora do Carmo,Belo Horizonte,Minas Gerais,,Brazil,BR,-19.9529525,-43.9392524,+553131917263,,Mo-Sa 09:00-21:00; Su 10:00-20:00,OpenStreetMap,node/12147773001,https://www.openstreetmap.org/node/12147773001,2026-07-11T20:29:07+00:00
DEC-00069,Decathlon,,Belo Horizonte,Minas Gerais,,Brazil,BR,-19.8753088,-43.9233381,,,,OpenStreetMap,node/4793952967,https://www.openstreetmap.org/node/4793952967,2026-07-11T20:29:07+00:00
DEC-00070,Bicicletario interno e subterrâneo da Decathlon,SGCV Lote 1,Brasilia,Federal District,71215-100,Brazil,BR,-15.8194913,-47.9518361,,https://www.decathlon.com.br/,Mo-Sa 10:00-21:00; Su 10:00-20:00; PH 10:00-20:00,OpenStreetMap,node/9849151651;way/1073696702;node/9849151649;node/9849151650;way/1073696688,https://www.openstreetmap.org/node/9849151651; https://www.openstreetmap.org/way/1073696702; https://www.openstreetmap.org/node/9849151649; https://www.openstreetmap.org/node/9849151650; https://www.openstreetmap.org/way/1073696688,2026-07-11T20:29:07+00:00
DEC-00071,Decathlon,,Brasilia,Federal District,,Brazil,BR,-15.7949754,-47.8923667,,,,OpenStreetMap,node/9561070606,https://www.openstreetmap.org/node/9561070606,2026-07-11T20:29:07+00:00
DEC-00072,Decathlon,Rodovia Dom Pedro I,Campinas,Sao Paulo,13094-901,Brazil,BR,-22.8846476,-47.0073019,+55 19 2660 2194,https://www.decathlon.com.br,Mo-Sa 09:00-21:00; Su 09:00-19:00,OpenStreetMap,node/10187403863;node/10257704858;way/98626986,https://www.openstreetmap.org/node/10187403863; https://www.openstreetmap.org/node/10257704858; https://www.openstreetmap.org/way/98626986,2026-07-11T20:29:07+00:00
DEC-00073,Decathlon,3192 Alameda Araguaia,Carapicuiba,Sao Paulo,,Brazil,BR,-23.5034126,-46.8316212,+55 11 3181 6795,https://www.decathlon.com.br/lojas/alphaville,"Mo-Sa 10:00-22:00:Su, PH 12:00-20:00",OpenStreetMap,way/679037556,https://www.openstreetmap.org/way/679037556,2026-07-11T20:29:07+00:00
DEC-00074,Decathlon,,Caxias do Sul,Rio Grande do Sul,,Brazil,BR,-29.1770454,-51.2204317,,,,OpenStreetMap,node/9948168175,https://www.openstreetmap.org/node/9948168175,2026-07-11T20:29:07+00:00
DEC-00075,Decathlon,10000 Linha Verde,Curitiba,Parana,81690-100,Brazil,BR,-25.4515376,-49.2428224,+55 41 3073-0201,,09:00-22:00,OpenStreetMap,node/2144137501,https://www.openstreetmap.org/node/2144137501,2026-07-11T20:29:07+00:00
DEC-00076,Decathlon,114 Rua Tobias de Macedo Júnior,Curitiba,Parana,,Brazil,BR,-25.4291233,-49.3224290,,https://www.decathlon.com.br/barigui,Mo-Sa 10:00-22:00; Su 14:00-20:00,OpenStreetMap,way/353209364;way/380994499,https://www.openstreetmap.org/way/353209364; https://www.openstreetmap.org/way/380994499,2026-07-11T20:29:07+00:00
DEC-00077,Decathlon,,Diadema,Sao Paulo,,Brazil,BR,-23.6767475,-46.6995678,,,,OpenStreetMap,node/12911210802,https://www.openstreetmap.org/node/12911210802,2026-07-11T20:29:07+00:00
DEC-00078,Decathlon,3400 Rodovia José Carlos Daux,Florianópolis,Santa Catarina,88032-005,Brazil,BR,-27.5506800,-48.4975001,+55 48 3036-0236,,"Mo-Sa 10:00-22:00, Su,PH 10:00-20:00",OpenStreetMap,way/560391764;way/492881475,https://www.openstreetmap.org/way/560391764; https://www.openstreetmap.org/way/492881475,2026-07-11T20:29:07+00:00
DEC-00079,Decathlon,1500 Rua Desembargador Lauro Nogueira,Fortaleza,Ceara,60176-065,Brazil,BR,-3.7408883,-38.4722168,+55 85 2180-9035,https://decathlon.com.br,Mo-Sa 10:00-22:00; Su 13:00-21:00,OpenStreetMap,node/10845708468,https://www.openstreetmap.org/node/10845708468,2026-07-11T20:29:07+00:00
DEC-00080,Decathlon,,Goiania,Goias,,Brazil,BR,-16.7127883,-49.2340828,,,,OpenStreetMap,node/13750262622;way/362205726,https://www.openstreetmap.org/node/13750262622; https://www.openstreetmap.org/way/362205726,2026-07-11T20:29:07+00:00
DEC-00081,Decathlon,2805 Rua XV de Novembro,Joinville,SC,89216-201,Brazil,BR,-26.2976390,-48.8698600,+55 47 4063 9240,https://www.decathlon.com.br/lojas/joinville,Mo-Sa 10:00-22:00; Su 14:00-20:00,OpenStreetMap,way/356841022;way/477946717,https://www.openstreetmap.org/way/356841022; https://www.openstreetmap.org/way/477946717,2026-07-11T20:29:07+00:00
DEC-00082,Decathlon,,Londrina,Parana,,Brazil,BR,-23.3432196,-51.1842820,,,,OpenStreetMap,node/11488222267,https://www.openstreetmap.org/node/11488222267,2026-07-11T20:29:07+00:00
DEC-00083,Decathlon,2121 Avenida Madre Leônia Milito,Londrina,Parana,86050-270,Brazil,BR,-23.3371673,-51.1821531,+55 43 2104 3882,https://www.decathlon.com.br/,Mo-Sa 10:00-22:00; Su 10:00-20:00; PH off,OpenStreetMap,way/414740507,https://www.openstreetmap.org/way/414740507,2026-07-11T20:29:07+00:00
DEC-00084,Decathlon,,Niteroi,Rio de Janeiro,,Brazil,BR,-22.8971053,-43.1234094,,,,OpenStreetMap,node/9627423167,https://www.openstreetmap.org/node/9627423167,2026-07-11T20:29:07+00:00
DEC-00085,Decathlon,,Palhoca,Santa Catarina,,Brazil,BR,-27.6141024,-48.6456800,,,,OpenStreetMap,node/10563791909,https://www.openstreetmap.org/node/10563791909,2026-07-11T20:29:07+00:00
DEC-00086,Decathlon,1181 Avenida Praia de Belas,Porto Alegre,Rio Grande do Sul,90110-001,Brazil,BR,-30.0504454,-51.2289713,,,Mo-Sa 10:00-22:00; Su 12:00-20:00,OpenStreetMap,node/10203715017,https://www.openstreetmap.org/node/10203715017,2026-07-11T20:29:07+00:00
DEC-00087,Decathlon,,Praia Grande,Sao Paulo,,Brazil,BR,-23.9972745,-46.4052082,,,,OpenStreetMap,node/7829988592;way/574573814,https://www.openstreetmap.org/node/7829988592; https://www.openstreetmap.org/way/574573814,2026-07-11T20:29:07+00:00
DEC-00088,Decathlon,2000 Avenida das Américas,Rio de Janeiro,Rio de Janeiro,22640-101,Brazil,BR,-22.9985800,-43.3352478,+55 21 2018-0468,,"Mo-Sa 10:00-22:00; Su,PH 10:00-21:00",OpenStreetMap,node/4296795497,https://www.openstreetmap.org/node/4296795497,2026-07-11T20:29:07+00:00
DEC-00089,Decathlon,,Rio de Janeiro,Rio de Janeiro,,Brazil,BR,-22.9840098,-43.2197306,,,,OpenStreetMap,node/9908461703,https://www.openstreetmap.org/node/9908461703,2026-07-11T20:29:07+00:00
DEC-00090,Decathlon,,Salvador,Bahia,,Brazil,BR,-12.9797347,-38.4535939,,,,OpenStreetMap,node/9752976709,https://www.openstreetmap.org/node/9752976709,2026-07-11T20:29:07+00:00
DEC-00091,Decathlon Anália Franco,,Sao Caetano do Sul,Sao Paulo,,Brazil,BR,-23.5608276,-46.5630848,,,Mo-Su 10:00-22:00,OpenStreetMap,node/6393719588,https://www.openstreetmap.org/node/6393719588,2026-07-11T20:29:07+00:00
DEC-00092,Decathlon,,Sao Paulo,Sao Paulo,,Brazil,BR,-23.5657066,-46.6509967,,,,OpenStreetMap,node/5885277485,https://www.openstreetmap.org/node/5885277485,2026-07-11T20:29:07+00:00
DEC-00093,Decathlon,,Sao Paulo,Sao Paulo,,Brazil,BR,-23.5157036,-46.6140253,,,,OpenStreetMap,way/104280350,https://www.openstreetmap.org/way/104280350,2026-07-11T20:29:07+00:00
DEC-00094,Decathlon,1500 Avenida Pereira Barreto,São Bernardo do Campo,Sao Paulo,09751-000,Brazil,BR,-23.6856219,-46.5461661,+55 11 3181 8940,,,OpenStreetMap,way/459471921,https://www.openstreetmap.org/way/459471921,2026-07-11T20:29:07+00:00
DEC-00095,Decathlon,400 Rua Andaraí,São José dos Campos,Sao Paulo,12230-290,Brazil,BR,-23.2190037,-45.8959332,,,,OpenStreetMap,way/220725474,https://www.openstreetmap.org/way/220725474,2026-07-11T20:29:07+00:00
DEC-00096,Decathlon,381 Rua Duquesa de Goiás,São Paulo,Sao Paulo,,Brazil,BR,-23.6111897,-46.7029712,+55 11 2167-0800,https://www.decathlon.com.br/,,OpenStreetMap,way/245886219,https://www.openstreetmap.org/way/245886219,2026-07-11T20:29:07+00:00
DEC-00097,Decathlon,4885 Avenida Presidente Castelo Branco,São Paulo,Sao Paulo,01142-100,Brazil,BR,-23.5155202,-46.6740731,+55 11 48586416,,Mo-Su 09:00-22:00; PH off,OpenStreetMap,node/9395730718,https://www.openstreetmap.org/node/9395730718,2026-07-11T20:29:07+00:00
DEC-00098,Decathlon,,Taboao da Serra,Sao Paulo,,Brazil,BR,-23.5831145,-46.7691896,,,,OpenStreetMap,way/1475159940,https://www.openstreetmap.org/way/1475159940,2026-07-11T20:29:07+00:00
DEC-00099,Decathlon,,Votorantim,Sao Paulo,,Brazil,BR,-23.5278112,-47.4507079,,,,OpenStreetMap,way/633086493,https://www.openstreetmap.org/way/633086493,2026-07-11T20:29:07+00:00
DEC-00100,Decathlon,,Burgas,Burgas,,Bulgaria,BG,42.5304111,27.4595386,,,Mo-Su 10:00-21:00,OpenStreetMap,node/8868143782,https://www.openstreetmap.org/node/8868143782,2026-07-11T20:29:07+00:00
DEC-00101,Decathlon,6 бул. Европа,Pleven,Pleven,,Bulgaria,BG,43.4075321,24.6368816,,,,OpenStreetMap,way/1168299349,https://www.openstreetmap.org/way/1168299349,2026-07-11T20:29:07+00:00
DEC-00102,Decathlon,Шипка,Plovdiv,Plovdiv,,Bulgaria,BG,42.1356996,24.7928300,,,Mo-Su 10:00-20:00,OpenStreetMap,way/420182199,https://www.openstreetmap.org/way/420182199,2026-07-11T20:29:07+00:00
DEC-00103,DECATHLON,4 Олимпийска,Sofia,Sofia-Capital,1166,Bulgaria,BG,42.6231216,23.3659208,+359 2 902 1010,,10:00-21:00,OpenStreetMap,node/11269010289;node/10175109913;way/308021942;way/257532110,https://www.openstreetmap.org/node/11269010289; https://www.openstreetmap.org/node/10175109913; https://www.openstreetmap.org/way/308021942; https://www.openstreetmap.org/way/257532110,2026-07-11T20:29:07+00:00
DEC-00104,Decathlon,,Sofia,Sofia-Capital,,Bulgaria,BG,42.6462317,23.3423107,,,Mo-Su 09:30-21:00,OpenStreetMap,node/13460106382,https://www.openstreetmap.org/node/13460106382,2026-07-11T20:29:07+00:00
DEC-00105,Decathlon,,Sofia,Sofia-Capital,,Bulgaria,BG,42.6897850,23.2787768,,,,OpenStreetMap,node/13103862287,https://www.openstreetmap.org/node/13103862287,2026-07-11T20:29:07+00:00
DEC-00106,Decathlon,,Sofia,Sofia-Capital,,Bulgaria,BG,42.6925589,23.3234274,+359 2 906 2110,,Mo-Su 10:00-21:00,OpenStreetMap,node/2919523796,https://www.openstreetmap.org/node/2919523796,2026-07-11T20:29:07+00:00
DEC-00107,Decathlon,,Stara Zagora,Stara Zagora,,Bulgaria,BG,42.4276537,25.6623992,,,,OpenStreetMap,node/8283757915,https://www.openstreetmap.org/node/8283757915,2026-07-11T20:29:07+00:00
DEC-00108,Decathlon,,Varna,Varna,,Bulgaria,BG,43.2228832,27.8729250,,,Mo-Su 09:00-20:30,OpenStreetMap,way/311414920,https://www.openstreetmap.org/way/311414920,2026-07-11T20:29:07+00:00
DEC-00109,Decathlon,17 Магистрална,Велико Търново,Veliko Turnovo,5002,Bulgaria,BG,43.0728421,25.6150699,+359 2 902 1070,,10:00-20:00,OpenStreetMap,node/7944507086,https://www.openstreetmap.org/node/7944507086,2026-07-11T20:29:07+00:00
DEC-00110,Decathlon,31 бул. Владимир Вазов,София,Sofia-Capital,1517,Bulgaria,BG,42.7099257,23.3701740,+359 2 904 6741,,10:00-21:00,OpenStreetMap,way/166924427,https://www.openstreetmap.org/way/166924427,2026-07-11T20:29:07+00:00
DEC-00111,Decathlon,,Phnom Penh,Phnom Penh,,Cambodia,KH,11.6011176,104.8861921,,https://www.decathlon.com.kh/,Mo-Su 10:00-22:00,OpenStreetMap,node/5859948796,https://www.openstreetmap.org/node/5859948796,2026-07-11T20:29:07+00:00
DEC-00112,Decathlon,,Ta Khmau,Kandal,,Cambodia,KH,11.4851127,104.9169110,,,"Mo-Su,PH 09:00-22:00",OpenStreetMap,node/13976346543,https://www.openstreetmap.org/node/13976346543,2026-07-11T20:29:07+00:00
DEC-00113,Decathlon,2525 Rue d'Annemasse,Boisbriand,Quebec,,Canada,CA,45.6246066,-73.8500051,,,,OpenStreetMap,node/6934640965;node/9946037584,https://www.openstreetmap.org/node/6934640965; https://www.openstreetmap.org/node/9946037584,2026-07-11T20:29:07+00:00
DEC-00114,Decathlon,25 Peel Centre Drive,Brampton,ON,L6T 3R5,Canada,CA,43.7142297,-79.7231753,+1 289-272-4949,,,OpenStreetMap,node/11181772203,https://www.openstreetmap.org/node/11181772203,2026-07-11T20:29:07+00:00
DEC-00115,Decathlon,2151 Boulevard Lapinière,Brossard,Quebec,J4W 2T5,Canada,CA,45.4702951,-73.4701266,+1-450-500-3000,https://www.decathlon.ca/en/,Mo-Tu 10:00-18:00; We-Fr 10:00-19:00; Sa-Su 10:00-17:00,OpenStreetMap,node/278351449;node/5672836806,https://www.openstreetmap.org/node/278351449; https://www.openstreetmap.org/node/5672836806,2026-07-11T20:29:07+00:00
DEC-00116,Decathlon,100 Anderson Road SE,Calgary,Alberta,T2J 3V1,Canada,CA,50.9516862,-114.0646560,+1-587-713-0699,https://www.decathlon.ca/en/stores/decathlon-calgary,Mo-We 10:00-20:00; Th-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00; PH off,OpenStreetMap,node/11030336135;way/1457348922;node/12136221728,https://www.openstreetmap.org/node/11030336135; https://www.openstreetmap.org/way/1457348922; https://www.openstreetmap.org/node/12136221728,2026-07-11T20:29:07+00:00
DEC-00117,Decathlon,,Calgary,Alberta,,Canada,CA,51.0856834,-114.1568438,,,,OpenStreetMap,node/5080751476,https://www.openstreetmap.org/node/5080751476,2026-07-11T20:29:07+00:00
DEC-00118,Decathlon,21 Micmac Boulevard,Dartmouth,Nova Scotia,B3A 4K0,Canada,CA,44.6859616,-63.5590390,,,,OpenStreetMap,node/8066858668,https://www.openstreetmap.org/node/8066858668,2026-07-11T20:29:07+00:00
DEC-00119,Decathlon,1600 Boulevard Le Corbusier,Laval,Quebec,H7S 1Z2,Canada,CA,45.5628698,-73.7335651,+1-450-238-3322,https://www.decathlon.ca/fr/content/135-magasin-decathlon-laval,,OpenStreetMap,node/10013347668;node/8894960113,https://www.openstreetmap.org/node/10013347668; https://www.openstreetmap.org/node/8894960113,2026-07-11T20:29:07+00:00
DEC-00120,Decathlon,5000 Hwy 7,Markham,Ontario,L3P 3M2,Canada,CA,43.8706871,-79.2872582,+1-289-301-6173,,,OpenStreetMap,node/12495974117,https://www.openstreetmap.org/node/12495974117,2026-07-11T20:29:07+00:00
DEC-00121,Decathlon,,Montreal,Quebec,,Canada,CA,45.5035823,-73.5715556,+1 514 312 2221,https://www.decathlon.ca/en/stores/decathlon-eaton,Mo-Fr 10:00-21:00;Sa 10:00-19:00;Su 11:00-17:00,OpenStreetMap,way/1021741921;way/1021741969,https://www.openstreetmap.org/way/1021741921; https://www.openstreetmap.org/way/1021741969,2026-07-11T20:29:07+00:00
DEC-00122,Decathlon,955 Rue du Marché-Central,Montréal,QC,,Canada,CA,45.5333669,-73.6485118,,https://www.decathlon.ca/fr/stores/decathlon-marche-central,,OpenStreetMap,node/11034032967,https://www.openstreetmap.org/node/11034032967,2026-07-11T20:29:07+00:00
DEC-00123,Decathlon,1021 St-Laurent Boulevard,Ottawa,Ontario,,Canada,CA,45.4277024,-75.6374386,+1 613-690-2223,http://www.decathalon.ca,Mo-Fr 10:00-20:00; Su 10:00-18:00; Sa 10:00-19:00,OpenStreetMap,node/7638346186;way/755758516,https://www.openstreetmap.org/node/7638346186; https://www.openstreetmap.org/way/755758516,2026-07-11T20:29:07+00:00
DEC-00124,Decathlon,,Pointe-Claire,Quebec,,Canada,CA,45.4634531,-73.8304522,,,,OpenStreetMap,node/11250066317,https://www.openstreetmap.org/node/11250066317,2026-07-11T20:29:07+00:00
DEC-00125,Decathlon,3390 Avenue Blaise-Pascal,Québec,QC,G1X 0E4,Canada,CA,46.7787269,-71.3459292,,,,OpenStreetMap,way/722787310,https://www.openstreetmap.org/way/722787310,2026-07-11T20:29:07+00:00
DEC-00126,Decathlon,2500 Rue des Vitrines,Trois-Rivières,QC,G9B 2S3,Canada,CA,46.3212899,-72.5876624,+1-514-547-0669,,,OpenStreetMap,node/13310933833,https://www.openstreetmap.org/node/13310933833,2026-07-11T20:29:07+00:00
DEC-00127,Decathlon,,Chicureo Abajo,Santiago Metropolitan,,Chile,CL,-33.2793149,-70.6284154,,,,OpenStreetMap,node/12374984800,https://www.openstreetmap.org/node/12374984800,2026-07-11T20:29:07+00:00
DEC-00128,Decathlon,,Concepcion,Biobio,,Chile,CL,-36.7948396,-73.0693141,,,,OpenStreetMap,way/134148867,https://www.openstreetmap.org/way/134148867,2026-07-11T20:29:07+00:00
DEC-00129,Decathlon,7110 Avenida Vicuña Mackenna Oriente,La Florida,Santiago Metropolitan,,Chile,CL,-33.5179596,-70.5974820,,,,OpenStreetMap,node/9913639115,https://www.openstreetmap.org/node/9913639115,2026-07-11T20:29:07+00:00
DEC-00130,Decathlon,1400 Alberto Solari Magnasco,La Serena,Coquimbo,,Chile,CL,-29.9136683,-71.2578881,,https://www.decathlon.cl/,,OpenStreetMap,node/11330235594,https://www.openstreetmap.org/node/11330235594,2026-07-11T20:29:07+00:00
DEC-00131,Decathlon,8750 Avenida Francisco Bilbao,Las Condes,Santiago Metropolitan,,Chile,CL,-33.4280215,-70.5415642,,,,OpenStreetMap,node/5954018985,https://www.openstreetmap.org/node/5954018985,2026-07-11T20:29:07+00:00
DEC-00132,Decathlon,65 Encomenderos,Las Condes,Santiago Metropolitan,,Chile,CL,-33.4171899,-70.6014723,,,,OpenStreetMap,node/13772737046,https://www.openstreetmap.org/node/13772737046,2026-07-11T20:29:07+00:00
DEC-00133,Decathlon,2140 Avenida Los Trapenses,Lo Barnechea,Santiago Metropolitan,,Chile,CL,-33.3555700,-70.5397957,,,,OpenStreetMap,node/10062384669,https://www.openstreetmap.org/node/10062384669,2026-07-11T20:29:07+00:00
DEC-00134,Decathlon,1501 Avenida Américo Vespucio,Lo Prado,Santiago Metropolitan,,Chile,CL,-33.5180871,-70.7149659,,,,OpenStreetMap,node/10774285848,https://www.openstreetmap.org/node/10774285848,2026-07-11T20:29:07+00:00
DEC-00135,Decathlon,4500 Avenida Los Pajaritos,Maipú,Santiago Metropolitan,,Chile,CL,-33.4809044,-70.7463360,,,,OpenStreetMap,way/883052144,https://www.openstreetmap.org/way/883052144,2026-07-11T20:29:07+00:00
DEC-00136,Decathlon,2461 Avenida Andrés Bello,Providencia,Santiago Metropolitan,,Chile,CL,-33.4182346,-70.6060587,,,,OpenStreetMap,node/10988886614,https://www.openstreetmap.org/node/10988886614,2026-07-11T20:29:07+00:00
DEC-00137,Decathlon,10 Illapel,Puerto Montt,Los Lagos,,Chile,CL,-41.4729828,-72.9350682,,https://www.decathlon.cl/,Su-Th 10:00-20:30; Fr-Sa 11:00-20:30,OpenStreetMap,node/12332566102,https://www.openstreetmap.org/node/12332566102,2026-07-11T20:29:07+00:00
DEC-00138,Reciclaje de Pelotas Tuniche Padel,,Rancagua,O'Higgins,,Chile,CL,-34.1305565,-70.7507502,,,,OpenStreetMap,node/10084221346,https://www.openstreetmap.org/node/10084221346,2026-07-11T20:29:07+00:00
DEC-00139,Decathlon,,Talca,Maule,,Chile,CL,-35.4333955,-71.6303452,,,,OpenStreetMap,node/13565820426,https://www.openstreetmap.org/node/13565820426,2026-07-11T20:29:07+00:00
DEC-00140,Decathlon,5601 Avenida Presidente Kennedy,"Villa Presidente Frei, Nunoa, Santiago, Chile",Santiago Metropolitan,,Chile,CL,-33.4006232,-70.5762017,,,,OpenStreetMap,node/10281107591,https://www.openstreetmap.org/node/10281107591,2026-07-11T20:29:07+00:00
DEC-00141,Decathlon,961 Avenida Benidorm,Viña del Mar,Valparaiso,,Chile,CL,-33.0059964,-71.5452434,,https://www.decathlon.cl/,Mo-Fr 09:00-20:30; Sa-Su 09:00-20:30; PH closed,OpenStreetMap,node/9524709846,https://www.openstreetmap.org/node/9524709846,2026-07-11T20:29:07+00:00
DEC-00142,Decathlon,,Anting,Shanghai Shi,,China,CN,31.2899705,121.1592900,,,,OpenStreetMap,node/5123507696,https://www.openstreetmap.org/node/5123507696,2026-07-11T20:29:07+00:00
DEC-00143,Decathlon,,Babaoshan,Beijing,,China,CN,39.9022122,116.2461266,,,,OpenStreetMap,node/4434824699,https://www.openstreetmap.org/node/4434824699,2026-07-11T20:29:07+00:00
DEC-00144,Decathlon,,Baiyangwan,Jiangsu Sheng,,China,CN,31.3670992,120.5300176,,,,OpenStreetMap,way/1498242693,https://www.openstreetmap.org/way/1498242693,2026-07-11T20:29:07+00:00
DEC-00145,Decathlon,,Beilun,Zhejiang Sheng,,China,CN,29.8975592,121.8257687,,,,OpenStreetMap,node/4449945489,https://www.openstreetmap.org/node/4449945489,2026-07-11T20:29:07+00:00
DEC-00146,Decathlon,,Buji,Guangdong,,China,CN,22.6226310,114.1099217,,,,OpenStreetMap,node/13333139098,https://www.openstreetmap.org/node/13333139098,2026-07-11T20:29:07+00:00
DEC-00147,Decathlon,,Changchun,Jilin Sheng,,China,CN,43.7859314,125.3700668,,,,OpenStreetMap,way/696202400,https://www.openstreetmap.org/way/696202400,2026-07-11T20:29:07+00:00
DEC-00148,Decathlon,,Changjianglu Jiedao,Shandong Sheng,,China,CN,35.9535801,120.1992891,,,,OpenStreetMap,node/9246046137,https://www.openstreetmap.org/node/9246046137,2026-07-11T20:29:07+00:00
DEC-00149,Decathlon,,Changning,Shanghai Shi,,China,CN,31.2395716,121.4102749,,,,OpenStreetMap,node/3724312988,https://www.openstreetmap.org/node/3724312988,2026-07-11T20:29:07+00:00
DEC-00150,Decathlon,,Changning,Shanghai Shi,,China,CN,31.2440576,121.4356602,,,,OpenStreetMap,node/6561320176,https://www.openstreetmap.org/node/6561320176,2026-07-11T20:29:07+00:00
DEC-00151,Decathlon,,Changqiao,Shanghai Shi,,China,CN,31.1485654,121.4013529,,,,OpenStreetMap,node/4805339921,https://www.openstreetmap.org/node/4805339921,2026-07-11T20:29:07+00:00
DEC-00152,Decathlon,88 Floor 1,Changzheng,Shanghai Shi,,China,CN,31.2108378,121.3654845,+86 21 6238 5511,,,OpenStreetMap,node/4367735993,https://www.openstreetmap.org/node/4367735993,2026-07-11T20:29:07+00:00
DEC-00153,Decathlon,,Chengdu,Sichuan,,China,CN,30.6023863,104.0616836,,,,OpenStreetMap,way/265419997,https://www.openstreetmap.org/way/265419997,2026-07-11T20:29:07+00:00
